Deprem dalgaları içinde en hızlı dalgalar hangileridir	dalgalar	ENTITY	ENTITY			ENTITY
Deprem sırasında yer kabuğuna ilk ulaşan dalgalar hangileridir	dalgalar	ENTITY	ENTITY			ENTITY
Tsunami denen dev dalgalara ne sebep olur	sebep olur	DESCRIPTION	REASON			ENTITY
Depremin aletle ölçülen büyüklüğüne ne denir	büyüklüğüne denir	DESCRIPTION	DEFINITION			DESCRIPTION
Ülkemizin de içinde bulunduğu deprem kuşağı hangisidir	deprem kuşağı	ENTITY	OTHERS			ENTITY
Yeryüzünde depremlerin çoğunluğu nerede olur	nerede olur	LOCATION	REGION			LOCATION
Yeryüzünde kendine özgü bir iklimi bitki örtüsü ve hayvan topluluğu bulunduran bölgelere ne ad verilir	bölgelere ad	DESCRIPTION	DEFINITION	Biyom		DESCRIPTION
Canlıların çevreyle birlikte oluşturdukları yaşam birlikteliklerine ne denir	yaşam birlikteliklerine denir	DESCRIPTION	DEFINITION	Ekosistem		DESCRIPTION
Biyomlar neyin en büyük birimleridir	neyin birimleridir	DESCRIPTION	DESCIPTION	Ekosistemin		ENTITY
Ekosistemin en büyük birimi nedir	Ekosistemin birimi	ENTITY	OTHERS	Biyom		ENTITY
Biyomların yeryüzüne dağılışındaki en büyük etken koşul hangisidir	etken koşul	DESCRIPTION	REASON	İklim		ENTITY
Atmosferdeki Azot toplam gaz miktarının yüzde kaçını oluşturur	toplam gaz miktarının yüzde kaçını	NUMERIC	PERCENTAGE	78%		NUMERIC
Denizler ve okyanuslar yeryüzünün yüzde kaçını meydana getirir	yeryüzünün yüzde kaçını	NUMERIC	PERCENTAGE	71%		NUMERIC
Deniz ekosisteminin ortalama derinliği ne kadardır	ortalama derinliği ne kadardır	NUMERIC	SIZE.DEPTH	3700		NUMERIC
Suyun litosfer hidrosfer ve atmosfer arasındaki hareketi ne olarak adlandırılır	ne adlandırılır	DESCRIPTION	DEFINITION	Su döngüsü		ENTITY
Ekosfer kaç büyük ekosistemden oluşur	kaç büyük ekosistemden	NUMERIC	COUNT	3		NUMERIC
Tundra bölgelerinde en yüksek hava sıcaklığı kaç dereceye ulaşır	kaç dereceye	NUMERIC	DEGREE	10 C		NUMERIC
Manş tüneli denizin kaç metre altında inşa edilmiştir	kaç metre	NUMERIC	SIZE.DEPTH	91 metre		NUMERIC
1907 yılında Çin'de meydana gelen kuraklık sonucu kaç kişi açlıktan etkilenmiştir	kaç kişi	NUMERIC	SIZE.POPULATION	24 Milyon		NUMERIC
Hindistan’da 1.5 milyon kişinin ölümüyle sonuçlanan kuraklık hangi yıllar arasında olmuştur	hangi yıllar arasında	TEMPORAL	PERIOD	1965 1967		TEMPORAL
IV. Jeolojik zamanın başlarında Dünya genelinde buzul alanları kaçıncı enleme kadar gelmiştir	kaçıncı enleme	NUMERIC	LATITUDE	500		NUMERIC
Barut pusula mürekkep kağıt ve matbaayı icat ederek Dünya medeniyetine önemli katkıda bulunan uygarlık hangisidir	uygarlık	HUMAN	NATION	Çin		HUMAN
Dağıtım neyin tüketiciye ulaştırılmasıdır	neyin ulaştırılmasıdır	DESCRIPTION	DEFINITION	Mal ve Hizmetlerin		ENTITY
Tüketim neyin kullanılmasıdır	neyin kullanılmasıdır	DESCRIPTION	DEFINITION	Mal ve Hizmetlerin		ENTITY
Yer yuvarlağındaki iç içe kürelere ne ad verilir	kürelere ad	ENTITY	SPHERE	Geosfer		DESCRIPTION
Yer kabuğunun karalardaki ortalama kalınlığı ne kadardır	ortalama kalınlığı ne kadardır	NUMERIC	SIZE.DEPTH	35 Km/40 Km		NUMERIC
Yer kabuğunun okyanuslardaki ortalama kalınlığı ne kadardır	ortalama kalınlığı ne kadardır	NUMERIC	SIZE.DEPTH	8 Km/12 Km		NUMERIC
Granitik kabuğun yoğunluğu ne kadardır	yoğunluğu ne kadardır	NUMERIC	SIZE.DENSITY	2.7 g cm3		NUMERIC
Çekirdek tabakanın diğer bir adı nedir	Çekirdek tabakanın adı	ENTITY	SPHERE	Barisfer		ENTITY
Granit siyenit diyorit ve gabro ne tip kayaçlardır	ne tip kayaçlardır	ENTITY	ENTITY	İç püskürük		ENTITY
Levha tektoniği teorisi kimin teorisinin geliştirilmiş halidir	kimin teorisinin	HUMAN	INDIVIDUAL	Alfred Wegener		HUMAN
Yeryüzündeki deprem bölgelerinin dağılışı neyle paralellik gösterir	dağılışı neyle paralellik gösterir	DESCRIPTION	DESCRIPTION	Fay hatlarının dağılışı		ENTITY
Dağ oluşumu hareketleri kaç şekilde gerçekleşir	kaç şekilde	NUMERIC	COUNT	2		NUMERIC
Transgresyon ve regresyon hangi hareketler dahilinde incelenir	hangi hareketler	ENTITY	OTHERS	Epirojenik hareketler		ENTITY
Transgresyon kısaca nedir	Transgresyon	DESCRIPTION	DEFINITION	Deniz ilerlemesi		ABBREVIATION
Regresyon kısaca nedir	Regresyon	DESCRIPTION	DEFINITION	Deniz gerilemesi		ABBREVIATION
Dayk batolit ve sill gibi şekiller magmanın nerede katılaşarak oluşturduğu şekillerdir	nerede katılaşarak oluşturduğu şekillerdir	LOCATION	LOCATION	Yer kabuğunun iç kısımlarında		LOCATION
Volkanlardan çıkan volkan tüfü lapilli ve volkan bombası isimlerini neye göre alırlar	neye göre	DESCRIPTION	MANNER	Boyutlarına göre		DESCRIPTION
Rihter ölçeği ne amaçla kullanılır	ne amaçla	DESCRIPTION	REASON	Deprem şiddetini ölçmek		ENTITY
Hiposantr depremin nerede oluşturduğu kısımdır	nerede oluşturduğu kısımdır	LOCATION	LOCATION	Yerin içinde		LOCATION
Levha hareketleri sonucunda ortaya çıkan gerilimler neyin kırılmasına neden olur	neyin kırılmasına	ENTITY	ENTITY	Sert tabakaların		ENTITY
Kaç çeşit deprem dalgası vardır	Kaç çeşit	NUMERIC	COUNT	3		ENTITY
Boyuna dalgaların yer kabuğundaki hızları ne kadardır	hızları ne kadardır	NUMERIC	SPEED	6 km s/7 km s		NUMERIC
P dalgalarının manto ile çekirdek arasındaki hızları ne kadardır	hızları ne kadardır	NUMERIC	SPEED	13 km s		NUMERIC
En fazla hasara neden olan dalgalar hangileridir	dalgalar	ENTITY	OTHERS	L dalgaları		ENTITY
S dalgaları deprem esnasında hangi dalgalardan sonra gelirler	hangi dalgalardan	ENTITY	OTHERS	P dalgalarından		ENTITY
Sismoloji neyle ilgili araştırmaları yapar	neyle ilgili	ENTITY	ENTITY	Deprem		ENTITY
Yeryüzündeki depremlerin yüzde kaçı Akdeniz-Himalaya kuşağında meydana gelir	depremlerin yüzde kaçı	NUMERIC	PERCENTAGE	21%		NUMERIC
Dünyada en az deprem olma olasılığı olan bölgeler nereleridir	bölgeler	LOCATION	REGION	Doğu Avrupa Avustralya İskandinav yarım adası		LOCATION
Normal fay ters fay dışındaki fay çeşidi hangisidir	fay çeşidi	DESCRIPTION	DEFINITION	Doğrultu atımlı fay		ENTITY
Suyun atmosfer ile yeryüzü arasındaki dönüşüm hareketine ne ad verilir	dönüşüm hareketine ad	DESCRIPTION	DEFINITION	Su döngüsü		DESCRIPTION
Yeryüzündeki suların yüzde kaçı tatlı sulardan oluşur	suların yüzde kaçı	NUMERIC	PERCENTAGE	3%		NUMERIC
Denizler ve okyanuslar yeryüzünde ne kadar alan kaplamaktadır	ne kadar alan	NUMERIC	SIZE.AREA	361 milyon km2/361000000 km2/361.000.000 km2		ENTITY
Dünyadaki okyanus sayısı kaçtır	okyanus sayısı kaçtır	NUMERIC	COUNT	3		NUMERIC
Göl ayağının diğer bir adı nedir	Göl ayağının adı	ENTITY	OTHERS	Gideğen		ENTITY
Dünyada tektonik göllerin en yoğun olduğu bölge neresidir	bölge neresidir	LOCATION	REGION	Doğu Afrika		LOCATION
Debi ne cinsinden ifade edilir	ne cinsinden	NUMERIC	UNIT	m3/sn		ENTITY
Kayaçların ayrışması kaç şekilde gerçekleşir	kaç şekilde	NUMERIC	COUNT	2		NUMERIC
Topraklar oluşum yerlerine göre kaç gruba ayrılır	kaç gruba	NUMERIC	COUNT	3		NUMERIC
Tundra topraklar hangi bölgelerde görülür	hangi bölgelerde	LOCATION	REGION	Kutuplara yakın		LOCATION
Orta kuşağın nemli ormanlarında yıllık yağış miktarı ne kadardır	yağış miktarı ne kadardır	NUMERIC	SIZE.VOLUME	1000 mm		NUMERIC
Akdeniz bölgesinin doğal bitki örtüsü nedir	doğal bitki örtüsü	ENTITY	OTHERS	Maki		ENTITY
İçinde yer altı suyunun bulunduğu tabakaya ne ad verilir	tabakaya ad	ENTITY	OTHERS	Akifer		DESCRIPTION
Nüfusu 10000'in altında olan yerleşkelere ne ad verilir	yerleşkelere ad	DESCRIPTION	DEFINITION	Kırsal Yerleşke		DESCRIPTION
Kırsal yerleşmeler kaça ayrılır	Kırsal yerleşmeler kaça ayrılır	NUMERIC	COUNT	2		NUMERIC
Mezralar daha çok hangi bölgemizde görülür	hangi bölgemizde	LOCATION	REGION.LOCAL	Doğu Anadolu Bölgesi		LOCATION
Ülkemizin yüzde kaçı şehirlerde yaşamaktadır	Ülkemizin yüzde kaçı	NUMERIC	PERCENTAGE	%76.3		NUMERIC
Türkiye'de şehirler fonksiyonlarına göre kaça ayrılırlar	şehirler kaça ayrılırlar	NUMERIC	COUNT	6		NUMERIC
Nüfus hangi üç yaş grubunda incelenir	hangi üç yaş grubunda	HUMAN	GROUP	Genç olgun yaşlı		ENTITY
Bir ülkede genç nüfus hangi yaş grubu olarak değerlendirilir	hangi yaş grubu	NUMERIC	RANGE	0-14 yaş		ENTITY
Türkiye'de nüfusun çoğunlukta olduğu yaş grubu hangisidir	yaş grubu	HUMAN	GROUP	Yetişkin nüfus		ENTITY
Çalışma çağındaki nüfusun taban alındığı yaş nedir	yaş	NUMERIC	COUNT	12		ENTITY
Türkiye'de ilk periyodik nüfus sayımı ne zaman yapılmıştır	ne zaman yapılmıştır	TEMPORAL	DATE	1927		TEMPORAL
Türkiye'de ikinci nüfus sayımı hangi tarihte yapılmıştır	hangi tarihte	TEMPORAL	DATE	1935		TEMPORAL
2007 yılına kadar yapılan nüfus sayımlarında hangi yasak uygulanmıştır	hangi yasak	ENTITY	OTHERS	Sokağa çıkma yasağı		ENTITY
TÜİK neyin kısaltmasıdır	neyin kısaltmasıdır	ABBREVIATION	EXPRESSION	Türkiye İstatistik Kurumu		ABBREVIATION
Türkiye İstatistik Kurumunun kısa adı nedir	kısa adı	ABBREVIATION	ABBREVIATION	TÜİK		ABBREVIATION
Cumhuriyetimizin ilk nüfus sayımına göre nüfus ne kadardı	ne kadardı	NUMERIC	SIZE.POPULATION	13.6 Milyon/13600000/13.600.000		ENTITY
İç göçler hangi iki ana başlıkla ele alınır	hangi iki ana başlıkta	ENTITY	OTHERS	Sürekli ve geçici		ENTITY
İç göçlerde hangi yaş grubunun etkisi daha fazladır	hangi yaş grubunun	HUMAN	GROUP	15 44		ENTITY
Cumhuriyetin ilk yıllarında ülkenin kaçta kaçı kırsal kesimlerde yaşamaktaydı	ülkenin kaçta kaçı	NUMERIC	PERCENTAGE	Dörtte üçü/75%		NUMERIC
İnsan ve insana ait faaliyetleri inceleyen coğrafyanın alt dalının adı nedir	coğrafyanın alt dalının adı	DESCRIPTION	DEFINITION	Beşeri coğrafya		ENTITY
Yeryüzünün insan tarafından değiştirilmiş ve değiştirilmekte olan görünümü coğrafyanın hangi alt dalı tarafından incelenmektedir	coğrafyanın hangi alt dalı	ENTITY	OTHERS	Beşeri coğrafya		ENTITY
İnsanlara ait ulaşım sanayi turizm nüfuslanma ve yerleşme gibi faaliyetleri coğrafyanın hangi alt dalı konu edinir	coğrafyanın hangi alt dalı	ENTITY	OTHERS	Beşeri coğrafya		ENTITY
Doğa ile insan arasındaki etkileşimi inceleyen bilim dalı hangisidir	bilim dalı	DESCRIPTION	DEFINITION	Coğrafya		ENTITY
Uluslar arası örgütlerin kuruluşu yapısı ve faaliyetleri hangi coğrafya alt dalının inceleme alanına girmektedir	hangi coğrafya alt dalının	ENTITY	OTHERS	Siyasi coğrafya		ENTITY
İnsanların yaşamlarını sürdürdükleri ve çeşitli ekonomik faaliyetlerde bulundukları bölgeye ne denir	bölgeye denir	DESCRIPTION	DEFINITION	Yerleşme		DESCRIPTION
Ticaretin öneminin artmasıyla deniz kıyısına kurulan şehirlere ne denir	şehirlere denir	DESCRIPTION	DEFINITION	Liman şehirleri		DESCRIPTION
Devletleşmeyle birlikte gelen merkezi şehirlere ne isim verilir	merkezi şehirlere isim	DESCRIPTION	DEFINITION	İdari kentler		DESCRIPTION
Peygamberler ve din yayıcılarının yaşadığı yerler etrafında kurulan şehirlere ne denir	şehirlere denir	DESCRIPTION	DEFINITION	Dini kentler		DESCRIPTION
Taş kömürü demir petrol ve altın gibi kaynakların etrafına kurulan şehirlere ne isim verilir	şehirlere isim	DESCRIPTION	DEFINITION	Maden şehirleri		DESCRIPTION
Sanayileşmenin artmasıyla maden yataklarının etrafında baş gösteren şehirleşme çeşidi nedir	şehirleşme çeşidi	DESCRIPTION	DEFINITION	Sanayi şehirleri		ENTITY
İnsanların yılın belirli vakitleri özellikle gidip gezdiği şehirlere ne ad verilir	şehirlere ad	DESCRIPTION	DEFINITION	Turizm kentleri		DESCRIPTION
Son yüzyılda bilim ve teknolojinin gelişiminde başı çeken şehirlere ne ad verilir	şehirlere ad	DESCRIPTION	DEFINITION	Teknoloji kentleri		DESCRIPTION
Yerleşmeyi sınırlandıran en önemli faktör nedir	faktör	DESCRIPTION	REASON	Denizler		DESCRIPTION
Dünyadaki yerleşmeler nerede son bulmaktadır	nerede son bulmaktadır	LOCATION	LOCATION	Deniz kıyılarında		LOCATION
Kutup bölgelerinde yerleşmeyi sınırlandıran en önemli faktör nedir	faktör	DESCRIPTION	REASON	Buzul dağları		DESCRIPTION
Yeryüzündeki yerleşmelerin genel olarak kurulduğu yerler nerelerdir	yerler nerelerdir	LOCATION	LOCATION	Ova ve düzlükler		LOCATION
Ulaşımda sınırlayıcı etki yapan en önemli faktör nedir	faktör	DESCRIPTION	REASON	Dağlık ve engebeli arazi		DESCRIPTION
Yükseltiye bağlı olarak yerleşimin sona erdiği noktaya ne denir	noktaya	DESCRIPTION	DEFINITION	Yerleşmenin yükselti sınırı		DESCRIPTION
Ekvatorda kentlerin yükseğe kurulmasının sebebi nedir	kurulmasının sebebi	DESCRIPTION	REASON	Sıcaklığın fazla olması		DESCRIPTION
İnsanların geçimini tarım ve hayvancılıktan sağladığı köylere ve köy altı yerleşmelerine ne denir	köylere ve köy altı yerleşmelerine denir	DESCRIPTION	DEFINITION	Kırsal yerleşim		DESCRIPTION
Beşeri ve ekonomik nedenlerle köylerden ayrılan daha küçük yerleşim birimlerine ne denir	yerleşim birimlerine	DESCRIPTION	DEFINITION	Köy altı yerleşimi		DESCRIPTION
Kır yerleşmelerinin en büyüğüne ne denir	Kır yerleşmelerinin denir	DESCRIPTION	DEFINITION	Köy		DESCRIPTION
Köylerdeki nüfus miktarı genelde kaçtır	nüfus miktarı kaçtır	NUMERIC	SIZE.POPULATION	2000den az		NUMERIC
Köy yerleşmelerinin toplu olmasındaki en önemli faktör nedir	faktör	DESCRIPTION	REASON	Doğal faktörler		DESCRIPTION
Çizgisel yerleşim dokusunun oluşmasındaki en önemli faktör nedir	faktör	DESCRIPTION	REASON	Yüzey şekilleri		DESCRIPTION
Yer şekillerinin az engebeli olduğu yerlerde görülen yerleşmeye ne ad verilir	yerleşmeye ad	DESCRIPTION	DEFINITION	Dairesel yerleşme		DESCRIPTION
İnsanların barınma korunma ve çalışma gibi ihtiyaçlarını karşıladığı tüm yapılara ne denir	tüm yapılara denir	DESCRIPTION	DEFINITION	Mesken		DESCRIPTION
Meskenlerin yapımında kullanılan malzemeler üzerinde en çok ne etkilidir	ne etkilidir	DESCRIPTION	EFFECT	Doğal çevre		ENTITY
Ağaç malzeme kullanılarak ya da ağaçların üst üste konulmasıyla yapılan meskenlere ne denir	meskenlere denir	DESCRIPTION	DEFINITION	Ahşap meskenler		DESCRIPTION
Toprak evlerin en yaygın tipi nedir	Toprak evlerin tipi	DESCRIPTION	DEFINITION	Kerpiç		ENTITY
Orman örtüsünün bulunmadığı yüksek yaylalarda ve dağlarda yaygın olan mesken çeşidi nedir	mesken çeşidi	DESCRIPTION	DEFINITION	Taş mesken		ENTITY
Tuğla briket çimento ve gaz beton gibi çeşitli yapı malzemelerinin kullanıldığı yapılara ne ad verilir	meskenlere ad	DESCRIPTION	DEFINITION	Betonarme yapılar		DESCRIPTION
Ekvator kesiminde meskenlerin bambu ve kamıştan yapılmasının en önemli sebebi nedir	sebebi	DESCRIPTION	REASON	Sıcaklık		DESCRIPTION
Kutuplara yakın yerde kar ve buz kullanılarak yapılan meskenlere ne ad verilir	meskenlere ad	DESCRIPTION	DEFINITION	İglo		DESCRIPTION
Yer şekilleri düz ve su kaynakları sınırlı olan bölgelerde görülen yerleşim çeşidi nedir	yerleşim çeşidi	DESCRIPTION	DEFINITION	Toplu yerleşim		ENTITY
İlk insanlar nereleri mesken olarak seçmişlerdir	nereleri	LOCATION	LOCATION	Mağaralar		LOCATION
İlk yerleşim yerlerinin akarsu boylarına kurulmasının temel sebebi nedir	temel sebebi	DESCRIPTION	REASON	Tarım		DESCRIPTION
İnsanların yılın belli bir döneminde gezme görme ve dinlenme amaçlarına yönelik olarak yaptıkları yer değişikliğine ne ad verilir	yer değişikliğine ad	DESCRIPTION	DEFINITION	Turizm		DESCRIPTION
Ekvatoral bölgede Amazon ve Kongo havzasında yerleşimin az olmasının sebebi nedir	sebebi	DESCRIPTION	REASON	Gür ormanlar		DESCRIPTION
Bir toplumun tarihsel süreç içinde ürettiği ve kuşaktan kuşağa aktardığı her türlü maddi ve manevi özellikler bütününe ne denir	maddi ve manevi özellikler bütününe denir	DESCRIPTION	DEFINITION	Kültür		DESCRIPTION
Bir kültürün doğduğu yere ne denir	yere denir	DESCRIPTION	DEFINITION	Kültür ocağı		DESCRIPTION
Türk kültürünün ocağı neresidir	ocağı neresidir	DESCRIPTION	DEFINITION	Orta Asya		LOCATION
Türk kültürü hangi kültürlere komşudur	hangi kültürlere	HUMAN	NATION	Çin Tibet Hint		HUMAN
Sanayi tesislerinde kullanılmak üzere işlenmiş ya da yarı işlenmiş maddelere ne ad verilir	maddelere ad	DESCRIPTION	DEFINITION	Ham madde		DESCRIPTION
Dış ticaretin diğer adı nedir	ad	ENTITY	OTHERS	Küresel ticaret		ENTITY
Dünya'daki toplam istihdamın ne kadarı turizm sektöründedir	toplam istihdamın ne kadarı	NUMERIC	PERCENTAGE	%8/8%		ENTITY
2006 yılında Dünyadaki toplam turist sayısı ne kadar olarak hesaplanmıştır	ne kadar olarak	NUMERIC	SIZE.POPULATION	842 Milyon/842000000/842.000.000		ENTITY
Dünyanın 7 harikasından günümüze kalan tek eser hangisidir	eser	DESCRIPTION	DEFINITION	Keops Piramidi		ENTITY
1972 yılındaki Dünya Doğal ve Kültürel Mirası Koruma Konvansiyonu kaç maddeden oluşur	kaç maddeden	NUMERIC	COUNT	38		NUMERIC
ABD Ulusal parkı hangi birlik tarafından koruma altına alınmıştır	hangi birlik	ENTITY	OTHERS	UNESCO		ENTITY
UNESCO'nun açılımı nedir	açılımı	ABBREVIATION	EXPRESSION	Birleşmiş Milletler Eğitim Bilim ve Kültür Teşkilatı		ABBREVIATION
UNESCO Türkiye'den kaç kültürel varlığı Dünya Miras Listesine eklemiştir	kaç kültürel varlığı	NUMERIC	COUNT	10		NUMERIC
Artemis Tapınağı nerede kurulmuştur	nerede kurulmuştur	LOCATION	LOCATION	Efes		LOCATION
Antik çağın en ünlü deniz feneri hangisidir	deniz feneri	DESCRIPTION	DEFINITION	İskenderiye Feneri		ENTITY
Keops Piramidi kaç adet taş bloktan yapılmıştır	kaç adet taş bloktan	NUMERIC	COUNT	3 Milyon/3000000/3.000.000		NUMERIC
Japonya'nın yüz ölçümü ne kadardır	yüz ölçümü ne kadardır	NUMERIC	SIZE.AREA	377.815 km2		NUMERIC
Japonya'nın nüfusu ne kadardır	nüfusu ne kadardır	NUMERIC	SIZE.POPULATION	127463611/127.463.611		NUMERIC
Japonya'nın başkenti neresidir	başkenti neresidir	LOCATION	CAPITAL	Tokyo		LOCATION
Japonya'nın dili nedir	dili	HUMAN	LANGUAGE	Japonca		HUMAN
Japonya'da kişi başına düşen milli gelir ne kadardır	milli gelir ne kadardır	NUMERIC	MONEY	23.100 $/23100 $		NUMERIC
Japon erkelerinin ortalama ömrü ne kadardır	ortalama ömrü ne kadardır	NUMERIC	COUNT	77 yıl/77 sene		NUMERIC
Japonya arazisinin yüzde kaçı dağlardan oluşur	Japonya arazisinin yüzde kaçı	NUMERIC	PERCENTAGE	%70/70%		NUMERIC
Japonya'nın en yüksek dağları hangi adadadır	hangi adadadır	ENTITY	OTHERS	Honşu adasında		ENTITY
Fuji dağının yüksekliği ne kadardır	yüksekliği ne kadardır	NUMERIC	SIZE.HEIGHT	3766 metre		NUMERIC
Dünyadaki aktif volkanların kaçta kaçı Japonya'dadır	aktif volkanların kaçta kaçı	NUMERIC	PERCENTAGE	Yedide biri		NUMERIC
Japonya'da yıllık ortalama deprem sayısı kaçtır	deprem sayısı kaçtır	NUMERIC	AVERAGE	1500		NUMERIC
1955 yılında 5500 kişinin öldüğü deprem nerede gerçekleşmiştir	nerede gerçekleşmiştir	LOCATION	LOCATION	Kobe şehrinde		LOCATION
Japonya hangi iklimin etkisi altındadır	hangi iklimin	ENTITY	OTHERS	Muson		ENTITY
Bir ülkenin hemen her bölgesinde aynı kültürel özelliklerin görülmesi ne olarak nitelendirilir	ne olarak nitelendirilir	DESCRIPTION	DEFINITION	Türdeş nüfus		ENTITY
ABD ikinci dünya savaşında hangi şehirlere atom bombası atmıştır	hangi şehirlere	LOCATION	CITY	Hiroşima Nagazaki		ENTITY
Japonya demir çelik üretiminde dünyada kaçıncı sıradadır	kaçıncı sıradadır	NUMERIC	COUNT	2		NUMERIC
İngiltere Avrupa'nın neresinde yer alır	neresinde yer alır	ENTITY	OTHERS	Kuzeybatısında		LOCATION
Başlangıç meridyeni hangi şehirdedir	hangi şehirdedir	LOCATION	CITY	Londra		ENTITY
İngiltere'de kilometrekareye ortalama kaç insan düşer	kaç insan	NUMERIC	AVERAGE	235		NUMERIC
İngiltere'de yıllık nüfus artışı kaçtır	nüfus artışı kaçtır	NUMERIC	PERCENTAGE	Binde iki/0.2%/%0.2		NUMERIC
İplik makinesini kim icat etmiştir	kim	HUMAN	INDIVIDUAL	James Hargreaves		HUMAN
İplik makinesi kaç yılında icat edilmiştir	kaç yılında	TEMPORAL	DATE	1764		TEMPORAL
Su gücüyle çalışan iplik makinesi kim tarafından icat edilmiştir	kim	HUMAN	INDIVIDUAL	Richard Arkwright		HUMAN
Su gücüyle çalışan iplik makinesi hangi tarihte icat edilmiştir	hangi tarihte	TEMPORAL	DATE	1769		TEMPORAL
İngiltere'de demir yolu ağı ne kadardır	demir yolu ağı ne kadardır	NUMERIC	SIZE.LENGTH	Yaklaşık 18 bin km/18000 km/18.000 km		NUMERIC
İngiltere'nin yıllık turizm geliri kaç dolardır	kaç dolardır	NUMERIC	MONEY	30 Milyar dolar/30.000.000.000 $/30000000000 $		NUMERIC
Hindistan'ın idari şekli nedir	idari şekli	ENTITY	OTHERS	Federal Cumhuriyet		ENTITY
Hindistan hangi sistemle yönetilir	hangi sistemle	ENTITY	OTHERS	Federal Cumhuriyet		ENTITY
Hindistan hangi kuzey enlemlerin arasındadır	hangi kuzey enlemlerin	NUMERIC	LATITUDE	60 370		ENTITY
İnsanların yaşadığı doğal ortamlara genel olarak verilen isim nedir	isim	DESCRIPTION	DEFINITION	Çevre		ENTITY
Oluşumunda insanın etkisi olmayan çevreye ne denir	çevreye denir	DESCRIPTION	DEFINITION	Doğal çevre		DESCRIPTION
İnsanın kendi amaçları doğrultusunda değiştirmiş olduğu çevreye ne denir	çevreye denir	DESCRIPTION	DEFINITION	Yapay çevre		DESCRIPTION
Tarih boyunca insanın doğadan yararlanmasını hızlandıran en önemli faktör nedir	faktör	DESCRIPTION	REASON	Sanayi devrimi		DESCRIPTION
Günümüzde doğadan yararlanmamızı artıran ve hızlandıran en önemli faktör nedir	faktör	DESCRIPTION	REASON	Teknoloji		DESCRIPTION
İnsanlar toprağı işlemeyi taşları çeşitli amaçlarla kullanmayı ve yer altı kaynaklarını işletmeyi yeryüzünün hangi katmanında yaparlar	yeryüzünün hangi katmanında	ENTITY	SPHERE	Litosfer		ENTITY
İnsanlar havayolu ulaşımından yeryüzünün hangi katmanında faydalanırlar	yeryüzünün hangi katmanında	ENTITY	SPHERE	Atmosfer		ENTITY
İnsanlar sudan çeşitli şekillerde yeryüzünün hangi katmanında faydalanırlar	yeryüzünün hangi katmanında	ENTITY	SPHERE	Hidrosfer		ENTITY
İnsanlar besin ve iş gücü kaynağı olarak yeryüzünün hangi katmanından faydalanırlar	yeryüzünün hangi katmanından	ENTITY	SPHERE	Biyosfer		ENTITY
Orta kuşaktaki pek çok insanın en temel besin maddesi nedir	besin maddesi	DESCRIPTION	DESCRIPTION	Buğday		ENTITY
İklimin değişmesi en çok hangi ekonomik olayı etkiler	hangi ekonomik olayı	ENTITY	OTHERS	Tarım		ENTITY
Yıl boyunca nemli ve yağışlı olan gür ormanlar ve otlakların bulunduğu yerlerde hangi hayvancılık çeşidi gelişmiştir	hangi hayvancılık çeşidi	ENTITY	OTHERS	Büyükbaş		ENTITY
Yağışın az ve bitki örtüsünün zayıf olduğu yerlerde hangi hayvancılık çeşidi gelişmiştir	hangi hayvancılık çeşidi	ENTITY	OTHERS	Küçükbaş		ENTITY
Tarımı sınırlayan en önemli etmen nedir	etmen	DESCRIPTION	REASON	İklim		ENTITY
İskandinav yarımadası hangi iklim kuşağında yer alır	hangi iklim kuşağında	ENTITY	OTHERS	Soğuk iklim kuşağı		ENTITY
Norveç İsveç gibi ülkelerde en önemli geçim kaynağı nedir	geçim kaynağı	DESCRIPTION	DEFINITION	Balıkçılık		ENTITY
Ağaçların bulunmadığı kurak bölgelerde en çok hangi yapı malzemesi kullanılır	hangi yapı malzemesi	ENTITY	OTHERS	Kerpiç		ENTITY
Deodorant ve zararlı gazların sanayide kullanımı temel olarak hangi çevre sorununa yol açar	hangi çevre sorununa	ENTITY	OTHERS	Ozon tabakasının incelmesi		ENTITY
Atmosferde toz duman ve gaz gibi maddelerin insan ve diğer canlılara zarar verecek kadar yükselmesi olayına ne denir	yükselmesi olayına denir	DESCRIPTION	DEFINITION	Hava kirliliği		DESCRIPTION
Hava kirliliğinin oluşmasındaki başlıca etken nedir	etken	DESCRIPTION	REASON	Fabrikalar		ENTITY
İnsanlar tarafından kaynaklanan etkiler sonucunda istenmeyen zararlı maddelerin suyun niteliğini bozacak kadar yükselmesi olayına ne denir	yükselmesi olayına denir	DESCRIPTION	DEFINITION	Su kirliliği		DESCRIPTION
Toprağın katı sıvı ve radyoaktif maddeler tarafından fiziksel ve kimyasal özelliklerinin bozulmasına ne denir	bozulmasına denir	DESCRIPTION	DEFINITION	Toprak kirliliği		DESCRIPTION
Uranyum ve toryum gibi elektron yayan maddelerin doğal denge halindeki diğer maddelerin atom yapılarını bozmasına ne denir	bozmasına denir	DESCRIPTION	DEFINITION	Nükleer kirlilik		DESCRIPTION
Toprağın yağış suları ve rüzgarlar tarafından aşındırılıp taşınmasına ne denir	taşınmasına denir	DESCRIPTION	DEFINITION	Erozyon		DESCRIPTION
Atmosfere verilen gazların sera etkisi yaratması sonucunda atmosferin ve okyanusların ortalama sıcaklıklarının artmasına ne denir	okyanusların ortalama sıcaklıklarının artmasına denir	DESCRIPTION	DEFINITION	Küresel ısınma		DESCRIPTION
